nid,bib_number,title,year,publication,members,creator_1_name,creator_1_lcsh,creator_1_relator,creator_1_relator_old,creator_2_name,creator_2_lcsh,creator_2_relator,creator_2_relator_old,subjects,subjects_old,aps_subjects,aps_subjects_old,record_source,editions,editions_note,holding_note,references,external_permalink,external_permalink_old,aps_permalink,nid_old,created_by,admin_notes,needs_remediation
6372,106.003,"A discourse delivered at the West Church in Boston, August 24 : 1766 : six weeks after the death of the Reverend Dr. Mayhew : by John Browne, A.M. Pastor of the Second Church in Hingham.",1766,"Boston: Printed by R. and S. Draper, in Newbury-Street; Edes and Gill, in Queen-Street, and T. and J. Fleet in Cornhill",4617,"Brown, John, 1724-1791",n84024417,Author,Author,,,,,,,,,ESTC,1x 1766,One edition. The obituary is attributed to John Winthrop in Sibley's Harvard graduates.,,Sabin 8504|Evans 10248,https://datb.cerl.org/estc/W30808,http://estc.bl.uk/W30808,,22632,JF,,
6192,387.001,"Pharmacopoeia simpliciorum et efficaciorum, in usum nosocomii militaris, ad exercitum foederatarum Americae civitatum pertinentis; hodiernae nostrae inopiae rerumque angustiis, feroci hostium saevitiae, belloque crudeli ex inopinato patriae nostrae illato debitis, maxime accommodata.",[1778],Philadelphiae [Philadelphia]: Ex officina Styner & Cist,4291,"Brown, William, 1748-1792",n87926571,Author,Author,,,,,1743|2134|2136,2136|2134|1743,44,44,ESTC,"1x 1778 (Philadelphiae [Philadelphia]), 1x 1781 (Philadelphiae [Philadelphia])","Two editions, both in Philadelphia: one in 1778 and one in 1791. According to Hildeburn, ""This was the first Pharmacopoeia published in the United States.""",,Evans 15750|Evans 17108,https://datb.cerl.org/estc/W1837,http://estc.bl.uk/W1837,,23927,JA,,
6193,387.002,"Specimen inaugurale pathologicum, de viribus atmosphæræ sentienti obviis. Quod, Annuente Summo Numine, Ex Auctoritate Reverendi admodum Viri, Gulielmi Robertson, S. S. T P. Academiae Edinburgenae Praefecti, nec non Amplissimi Senatus Academici consensu, Et nobilissimae Facultatis Medicae Decreto, Pro gradu doctoris, Summisque in Medicina Honoribus Et Privilegiis Rite Et Legitime Consequendis; Eruditorum examini subjicit Gulielmus Brown, Americanus.",[1770],"Edinburgi [Edinburgh]: apud Balfour, Auld, et Smellie, Academiae Typographos",4291,"Brown, William, 1748-1792",n87926571,Author,Author,,,,,191,191,44,44,ESTC,1x 1770 (Edinburgi [Edinburgh]),One edition.,,,https://datb.cerl.org/estc/T9073,http://estc.bl.uk/T9073,,23928,JA,,
6461,160.052,"A sermon, preached in St. John's chapel, New-York, on the twenty-sixth day of November, MDCCCXXX, at the consecration of the Right Reverend Benjamin T. Onderdonk, D.D., Bishop of the Protestant Episcopal Church in the Diocese of New-York.",1830,New York: Protestant Episcopal Press,4522,"Brownell, Thomas Church, 1779-1865",n89645713,Author,Author,,,,,,,64,64,LCP,1x 1830,One edition.,,,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=71018,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=71018,,22424,JF,,
5275,231.001,"Acta Sacrae facultatis theologiae parisiensis : occasione libri qui inscribitur, Histoire naturelle, générale & particulière, contenant les époques de la nature, Paris 1778.",1780.,"Parisiis: Ex typis Clousier, typographi Facultatis theologiae",4479,"Buffon, Georges Louis Leclerc, comte de, 1707-1788",n50041361,Author,Author,,,,,,,,,PENN,1x 1780 (Parisiis),"One edition. It reprints censurable passages from Buffon's Histoire naturelle, followed by the faculty's observations on them.",,,https://franklin.library.upenn.edu/catalog/FRANKLIN_991025053503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_991025053503681,,27529,JA,,
5277,231.003,"La methode des fluxions, et des suites infinies.",1740.,Paris: Chez De Bure l'ainé,4479,"Buffon, Georges Louis Leclerc, comte de, 1707-1788",n50041361,Translator,Translator,,,,,1713|849|475,475|1713|849,,,APS,1x 1740 (Paris),"One edition. This is Buffon's translation of Newton's ""The method of fluxions and infinite series.""",APS holds one copy containing the autograph of Chalette.,,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=66580,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=66580,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=66580,27534,JA,,
5278,231.004,"La statique des vegetaux, et l'analyse de l'air : Experiences nouvelles lues a la Societe Royale de Londres / Par M. Hales ... Ouvrage traduit de l'anglois, par M. de Buffon, ...",1735.,Paris: chez Debure l'aine,4479,"Buffon, Georges Louis Leclerc, comte de, 1707-1788",n50041361,Translator,Translator,,,,,190|2185,190|2185,,,LCP,"1x 1735 (Paris), 1x 1748 Magdeburgischen [Magdeburg, Germany])","Two editions: one in 1735 in Paris and one in 1748 in Magdeburgischen [Magdeburg, Germany])",,,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=23323,https://librarycompany.kohacatalog.com/cgi-bin/koha/opac-detail.pl?biblionumber=23323,,27537,JA,,
6729,150.001,"An abridgement of the statutes of Ireland, from the first session of parliament in the third year of the reign of King Edward the Second, to the end of the twenty fifth year of the reign of His Present Majesty King George the Second; and of all the English and British statutes which extend to and bind Ireland; with tables of the statutes in their chronological order, directing to the heads under which they are abridged; the statutes taken from any English statutes, the English statutes from which any Irish statutes are taken, such statutes as are to be given in charge at the assises, such statutes as are to be given in charge at the Quarter-Sessions, such statutes as are injoined to be read in churches; together with an alphabetical table of the principal matters referring to the titles and paragraphs in the abridgement, and to the respective statutes; and also the new rules.",[1754],"Dublin: printed by George Abraham Grierson, Printer to the King’s most Excellent Majesty, at the King’s Arms and Two Bibles in Essex-Street; and G; and A. Ewing in Dame-Street",4576,"Bullingbrooke, Edward",no90024037,Editor,Editor,,,,,1575|2630,1575|2630,40,40,ESTC,1x 1754,One edition.,,,https://datb.cerl.org/estc/T101059,http://estc.bl.uk/T101059,,21602,JF,,
6748,174.001,"Tentamen medicum inaugurale, de spontanea sanguinis separatione : quod annuente Summo Numine, ex auctoritate reverendi admondum viri, D. Joannis Gowdie, academiae Edinburgenae praefecti; nec non amplissimi Senatus Academici conseusu, et nobilissimae Facultatis Medicae decreto; pro gradu doctoratus, summisque in medicina honoribus et privilegiis rite et legitime consequendis, eruditorum examini subjicit Joannes Marten Butt, A.M. Britannus.",[1760],"Edinburgi: Apud Gul. Gordon, et socios",4512,"Butt, John Martin, 1740-1769",nr91009307,Author,Author,,,,,1741,1741,63|55|58|44,44|55|58|63,ESTC,1x 1760,One edition.,,,https://datb.cerl.org/estc/T49978,http://estc.bl.uk/T49978,,21533,AM,,
6369,248.001,"A reply to General Joseph Reed’s Remarks, on a late publication in the Independent gazetteer, with some observations on his address to the people of Pennsylvania.",[1783],"Philadelpaia [sic]: Printed and sold by T. Bradford, in Front-Street, the fourth door below the coffee-house",4473,"Cadwalader, John, 1742-1786",n85009158,Author,Author,,,,,2766|2887,2766|2886,60|3|36,3|36|60,ESTC,"1x 1783 (Philadelphia), 1x 1846 (Trenton), 1x 1856 (Philadelphia), 1x 1863 (Philadelphia)","One edition published in Philadelphia (1783); one in Trenton (1846) with the expanded title, <em>A Reply to Gen. Joseph Reed's Remarks on a late Publication in the Independent Gazetteer: with some Observations on his Address to the People of Pennsylvania</em>; also included in <em>Nuts for Historians to Crac</em>k (Philadelphia, 1856), edited by Horace Wemyss Smith, and later included in <em>A Reprint of the Reed and Cadwalader Pamphlets </em>(Philadelphia, 1863).","APS owns <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=13776"">four copies</a> of the pamphlet and <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=110827"">one copy</a> of <em>Nuts for Future Historians to Crack</em>.",Sabin 9836|Sabin 9837|Sabin 68569|Sabin 68602|Sabin 82725|Evans 17867|Howes C 15,https://datb.cerl.org/estc/W21812,http://estc.bl.uk/W21812,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=13776|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=110827,22652,JF,,
6368,248.002,"To the public : it may appear somewhat extraordinary to those who are not acquainted with all circumstances, that an enquiry should be made by the present House of Delegates, into Mr. Chase’s conduct, when he was a member of Congress in the year 1778.",[1782],[Annapolis: Printed by Frederick Green],4473,"Cadwalader, John, 1742-1786",n85009158,Author,Author,,,,,2900|1693|541,2900|1693|541,60|3,3|60,ESTC,1x 1782,One edition.,,Evans 44182,https://datb.cerl.org/estc/W1739,http://estc.bl.uk/W1739,,22656,JF,,
6945,76.001,"An essay on the West-India dry-gripes : with the method of preventing and curing that cruel distemper : to which is added, an extraordinary case in physick.",[1745],Philadelphia: Printed and sold by B. Franklin,4651,"Cadwalader, Thomas, 1707 or 1708-1779",n88140021,Author,Author,,,,,,,55|63|44|50,44|50|55|63,ESTC,1x 1745,"One edition. Alternate title: ""An Essay on the Iliac Passion."" Sometimes mistakenly attributed to Cadwallader Colden (see Evans 4693).",,Evans 5553,https://datb.cerl.org/estc/W20303,http://estc.bl.uk/W20303,,19500,AM,,
5798,424.001,Antigüedad maritima de la republica de Cartago : con el Periplo de su general Hannon.,1756,Madrid: Imprenta de Antonio Perez de Soto,4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Translator,Translator,,,,,2792|163|166|814,814|163|166|2792,33,33,WC,1x 1756,"One edition, protentially others.",,,http://www.worldcat.org/oclc/7450925,http://www.worldcat.org/oclc/7450925,,25722,JF,,
5799,424.002,Avis de monsieur le procureur général du Conseil souverain de Castille : sur l'azile demandé en Espagne par les Jésuites chassés de France.,1764,[s.n.] : [s.n.],4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,,,36,36,WC,1x 1764,"One edition, possibly others.",,,http://www.worldcat.org/oclc/29621538,http://www.worldcat.org/oclc/29621538,,25723,JF,,
5800,424.003,"Avisos al maestro de escribir sobre el corte, y formacion de las letras, que serán comprehensibles á los niños.",1778,Madrid: A. de Sancha,4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,2079,2079|2079,22,22,WC,1x 1778,"One edition, possibly others.",,,http://www.worldcat.org/oclc/57030021,http://www.worldcat.org/oclc/57030021,,25724,JF,,
5801,424.004,Cinque nuovi decreti interessantissimi di S.M. Cattolica.,1767,Venezia: Presso Giammaria Bassaglia e Vincenzo Radici,4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,,,62,62,WC,1x 1767,One edition.,,,http://www.worldcat.org/oclc/220068363,http://www.worldcat.org/oclc/220068363,,25725,JF,,
5802,424.005,Discorso sobre el fomento de la Industria popular.,1774,Madrid,4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,,,,,WC,"1x 1774 (Madrid), 2x 1778  (Lisbon, Stutgart), 1x 1780 (Utrecht) 1x 1787  ([Venice])  1x 1793 (Sampaloc )","Six editions: a 1774 edition from Madrid, two 1778 editions, a Portuguese translation from Lisbon and a German language translation from Stutgart, a 1780 Dutch translation from Utrecht, a 1787 Italian language translation from Venice, and a 1793 Spanish or Portuguese edition published in Sampaloc.",,,http://www.worldcat.org/oclc/319803628,http://www.worldcat.org/oclc/319803628,,25726,JF,,
5804,424.007,"Dissertaciones historicas del orden, y cavalleria de los Templarios : o resumen historial de sus principios, fundacion, instituto, progressos, y extincion en el Concilio de Viena : y un apendice, o suplemento, en que se pone la regla de esta orden, y diferentes privilegios de ella, con muchas dissertaciones, y notas, tocantes no solo à esta orden, sino à las de S. Juan, Teutonicos, Santiago, Calatrava, Alcantara, Avìs, Montesa, Christo, Monfrac, y otras iglesias, y monasterios de Espána, con varios cathalogos de maestres.",1747,"En Madrid: En la Oficina de Antonio Perez de Soto, calle de la Habada, barrios del Carmen",4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,2710|2321|984|1805|2256,1805|2710|2256|2321|984,36,36,WC,"1x 1747 (Madrid), 1x 1795 (s.n.)","Two editions: one in 1747 in Madrid, and one in 1795.",,,http://www.worldcat.org/oclc/2056052,http://www.worldcat.org/oclc/2056052,,25728,JF,,
5805,424.008,"Itinerario de las Carreras de posta de dentro : y fuera del reyno, que contiene tambien : I. Las leyes y privilegios con que se gobiernan en España las postas desde su establecimiento : II. Una noticia de las especies corrientes de moneda estrangera, reducidas à la de España, con los precios à que se pagan los postas en los varios payses : de orden Su Magestad.",1761,Madrid: Impr. de A.P. De Soto,4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,1088|2234|1999,2234|1088|1999,21|36,36|21,WC,1x 1761,One edition.,,,http://www.worldcat.org/oclc/713861032,http://www.worldcat.org/oclc/713861032,,25729,JF,,
5812,424.015,"Noticia de la fundaciones cuyos patronatos corresponden á los señores decano del consejo, al mas antiguo de la camara, y al protector de la Real Iglesia de S. Isidro de Madrid.",1790,Madrid: Por don Antonio de Sancha,4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,532|2600|528|535|529|2541,532|528|529|535|2541|2600,,,WC,1x 1790,One edition.,,,http://www.worldcat.org/oclc/42672250,http://www.worldcat.org/oclc/42672250,,25736,JF,,
5789,424.016,"Noticia de la vida, y obras del M.I. y R.P.D. Fr. Benito GeroÌnymo FeyjooÌ.",1778,[Madrid],4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,,,,,WC,1x 1778,One edition.,,,http://www.worldcat.org/oclc/40743716,http://www.worldcat.org/oclc/40743716,,25737,JF,,
5790,424.017,"Noticia geografica del reyno, y caminos de Portugal.",1762,Madrid: En la Oficina de Joachin Ibarra,4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,2763|2228,2763|2228,,,WC,"1x 1762, 1x 1808","Two editions, both published in Madrid (1762, 1808).",,,http://www.worldcat.org/oclc/11582285,http://www.worldcat.org/oclc/11582285,,25738,JF,,
5791,424.018,"Prevenciones y reglas que deben observarse : en la carrera por donde han de transitar el Corregidor, Alferez mayor, Ayuntamiento de Madrid, Reyes de Armas y demas comitiva que acompañe al Real Pendon en el dia 17 de este mes de Enero de 1789 para la proclamacion del Rey N.S. Don Carlos IV : en esta Corte y sitios acostumbrados, cuyo solemne acto empezará á las once de la mañana.",1789,"[Madrid]: En la Imprenta de Don Pedro Marin, Impresor de Consejo",4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,,,,,WC,1x 1789,"One edition, possibly more.",,,http://www.worldcat.org/oclc/1006152795,http://www.worldcat.org/oclc/1006152795,,25739,JF,,
5792,424.019,Reflexiones sobre el comercio español á Indias.,1790,,4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,2599|2999|679|2585|2602|3000|2597|1985|1345|683|1677|2596|2763|865,2999|1677|679|683|865|2602|2763|3000|1345|2596|2597|2599|2585|1985,,,WC,1x 1793,One edition.,,,http://www.worldcat.org/oclc/31493030,http://www.worldcat.org/oclc/31493030,,25740,JF,,
5794,424.021,"Tratado de la regalia de amortizacion : en el qual se demnestra por la série de las varias edades, desde el nacimiento de la Iglesia en todes los siglos y países católicos, el uso constante de la autoridad civil, para impedir las ilimitadas enagenaciones de bienes raíces en iglesias, comunidades, y otras manos-muertas : con una noticia de las leyes fundamentales de la monarquia española sobre este punto, que empieza con los godos ...",1765,Madrid: En la imprenta real de la Gaceta,4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,1857|515|604|2037|713|494,2037|494|604|713|1857|515,,,WC,"1x 1765 (Madrid), 1x 1821 (Gerona)",Two editions: one published in Madrid (1765) and one published in 1821 (Gerona).,,,http://www.worldcat.org/oclc/23446754,http://www.worldcat.org/oclc/23446754,,25742,JF,,
5795,424.022,"Tratado de la regalía de España; o sea, El derecho real de nombrar a los benefícios eclesiásticos de toda España y guarda de sus iglésias vacantes; con un suplemento, o reflexiones historicas, para la Mayor inteligéncia del novísimo concordato de 11 de enero de 1763 en sus principales artículos ... Arreglado ...",1830,Paris: En la Libreria Hispano-Americana,4265,"Campomanes, Pedro Rodríguez, conde de, 1723-1802",n50081097,Author,Author,,,,,2070|688,2070|688,,,WC,1x 1830,"One edition, possibly others.",,,http://www.worldcat.org/oclc/24090971,http://www.worldcat.org/oclc/24090971,,25743,JF,,
